Day,Water_discharge,Conductivity,NO3,Temp,Turbidity,Level,Dayofweek,Month
2017-02-27,70.38781166666666,57.24913043478261,,,7.625652173913043,10.687166666666668,0.0,2.0
2017-02-28,54.551742105263166,66.56958333333334,,,5.447916666666667,10.592430555555556,1.0,2.0
2017-03-01,50.089103508771935,65.67125,,,5.435,10.523180555555555,2.0,3.0
2017-03-02,47.14559259259259,62.419999999999995,,,6.54,10.44911111111111,3.0,3.0
2017-03-03,69.36885416666667,55.001666666666665,,,14.775,10.422909722222222,4.0,3.0
2017-03-04,57.79684999999999,54.642500000000005,,,7.10125,10.383659722222221,5.0,3.0
2017-03-05,58.87985714285715,53.64124999999999,,,7.641249999999999,10.399354166666667,6.0,3.0
2017-03-06,44.569833333333335,59.26304347826087,,,9.421304347826087,10.348986111111111,0.0,3.0
2017-03-07,39.50452888888889,71.3215,,,7.417,10.317472222222223,1.0,3.0
2017-03-08,31.12450980392157,86.85944444444445,,,6.148333333333333,10.334180555555555,2.0,3.0
2017-03-09,30.98724166666667,145.24222222222224,,,5.2444444444444445,10.388,3.0,3.0
2017-03-10,30.351179166666668,189.48947368421054,,,4.394210526315789,10.483951388888888,4.0,3.0
2017-03-11,30.727960784313723,182.01631578947368,,,4.006842105263158,10.465256944444445,5.0,3.0
2017-03-12,23.566447916666664,180.08052631578948,,,3.326842105263158,10.446541666666667,6.0,3.0
2017-03-13,22.844073529411762,144.0085,,,3.6975000000000002,10.414013888888888,0.0,3.0
2017-03-14,24.299333333333333,97.89684210526316,,,2.841578947368421,10.315465277777777,1.0,3.0
2017-03-15,25.200944444444442,81.60894736842106,,,2.663684210526316,10.211805555555555,2.0,3.0
2017-03-16,19.620784444444446,71.53842105263158,,,2.4578947368421056,10.161048611111111,3.0,3.0
2017-03-17,19.67519880952381,67.50863636363637,,,2.151818181818182,10.136076388888888,4.0,3.0
2017-03-18,19.929966666666665,65.86125,,,2.0325,10.10548611111111,5.0,3.0
2017-03-19,17.9773,62.27583333333333,,,6.039583333333333,10.087708333333333,6.0,3.0
2017-03-20,38.72441025641026,55.31458333333333,,,11.4225,10.126319444444444,0.0,3.0
2017-03-21,33.87549285714286,54.74791666666667,,,8.52,10.151479166666666,1.0,3.0
2017-03-22,29.156522222222222,64.25421052631579,,,5.322105263157895,10.177854166666666,2.0,3.0
2017-03-23,21.095422222222222,83.8488888888889,,,3.769444444444444,10.200708333333333,3.0,3.0
2017-03-24,21.211202222222223,108.69222222222223,,,3.7294444444444443,10.273756944444445,4.0,3.0
2017-03-25,22.283911764705884,157.26388888888889,,,4.322222222222222,10.378763888888889,5.0,3.0
2017-03-26,16.516749999999995,345.68555555555554,,,4.154444444444445,10.468930555555556,6.0,3.0
2017-03-27,11.259550980392149,628.9757894736842,,,4.482105263157894,10.496652777777777,0.0,3.0
2017-03-28,16.662063725490196,1057.7378947368422,,,4.293157894736842,10.529055555555557,1.0,3.0
2017-03-29,18.832401960784313,404.12888888888887,,,3.9000000000000004,10.368208333333333,2.0,3.0
2017-03-30,13.267916666666666,236.20125000000002,,,3.635625,10.1521875,3.0,3.0
2017-03-31,17.02147435897436,156.179375,,,2.98125,10.109597222222222,4.0,3.0
2017-04-01,21.184205952380953,112.7085,,,2.4669999999999996,10.153708333333332,5.0,4.0
2017-04-02,16.545666666666666,77.99095238095238,,,2.743333333333333,10.190243055555555,6.0,4.0
2017-04-03,14.91869411764706,115.23791666666666,,,4.708749999999999,10.278673611111111,0.0,4.0
2017-04-04,34.53358166666667,139.75,,,7.8183333333333325,10.459194444444444,1.0,4.0
2017-04-05,140.88926811594203,43.00333333333333,,,29.068749999999998,10.78770138888889,2.0,4.0
2017-04-06,73.02620289855072,44.51391304347826,,,10.843913043478262,10.68188888888889,3.0,4.0
2017-04-07,79.17088636363637,51.91,,,14.005833333333333,10.751618055555555,4.0,4.0
2017-04-08,74.04787424242424,48.49666666666667,,,7.03625,10.726770833333333,5.0,4.0
2017-04-09,58.018989166666664,55.42652173913043,,,5.9943478260869565,10.619111111111112,6.0,4.0
2017-04-10,42.1749287037037,62.72227272727273,,,3.5181818181818185,10.503041666666666,0.0,4.0
2017-04-11,32.77393725490196,67.8552380952381,,,2.467142857142857,10.424027777777779,1.0,4.0
2017-04-12,30.36236274509804,66.14428571428572,,,2.058095238095238,10.378506944444444,2.0,4.0
2017-04-13,26.379095833333334,65.12818181818182,,,2.255909090909091,10.306486111111111,3.0,4.0
2017-04-14,24.790629629629628,63.140952380952385,,,1.6857142857142857,10.280784722222222,4.0,4.0
2017-04-15,26.42492105263158,58.49045454545455,,,1.718181818181818,10.274486111111111,5.0,4.0
2017-04-16,23.452770175438598,56.196666666666665,,,1.6895833333333332,10.282222222222222,6.0,4.0
2017-04-17,19.684261904761904,55.04791666666667,,,1.3170833333333334,10.322916666666666,0.0,4.0
2017-04-18,21.06275833333333,55.19291666666667,,,1.1766666666666665,10.357152777777777,1.0,4.0
2017-04-19,22.978941666666664,55.98041666666666,,,1.295,10.37111111111111,2.0,4.0
2017-04-20,24.960749999999997,55.01625000000001,,,2.6395833333333334,10.389472222222222,3.0,4.0
2017-04-21,26.517425438596486,57.64166666666667,,,1.8787500000000001,10.441909722222222,4.0,4.0
2017-04-22,32.27949561403509,56.373333333333335,,,2.232083333333333,10.474833333333335,5.0,4.0
2017-04-23,35.80119444444445,58.52045454545455,,,3.0404545454545455,10.470458333333333,6.0,4.0
2017-04-24,28.723289583333333,90.74,,,1.9419999999999997,10.463409722222222,0.0,4.0
2017-04-25,18.201396078431372,197.04315789473685,,,1.8810526315789475,10.474618055555556,1.0,4.0
2017-04-26,18.49620588235294,305.5211111111111,,,1.8666666666666667,10.435993055555555,2.0,4.0
2017-04-27,17.832838541666668,374.3305882352941,,,1.9505882352941175,10.370868055555556,3.0,4.0
2017-04-28,14.247225000000006,269.5372222222222,,,1.9105555555555556,10.28986111111111,4.0,4.0
2017-04-29,22.105064285714285,191.11444444444444,,,1.5377777777777777,10.228138888888887,5.0,4.0
2017-04-30,20.431371111111112,164.43842105263158,,,1.4747368421052631,10.189069444444444,6.0,4.0
2017-05-01,20.951264285714284,142.19095238095238,,,1.1757142857142857,10.223451388888888,0.0,5.0
2017-05-02,16.718541666666667,155.58666666666667,,,0.9947619047619047,10.258486111111111,1.0,5.0
2017-05-03,12.901468750000003,171.9636842105263,,,0.958421052631579,10.275138888888888,2.0,5.0
2017-05-04,9.624764705882352,171.49944444444446,,,1.2527777777777778,10.30025,3.0,5.0
2017-05-05,19.98935925925926,213.7475,,,1.7585000000000002,10.3903125,4.0,5.0
2017-05-06,22.283699019607837,77.69,,,1.864,10.434111111111111,5.0,5.0
2017-05-07,27.578231481481485,63.05095238095238,,,2.348095238095238,10.456416666666668,6.0,5.0
2017-05-08,37.253272549019606,52.13954545454545,,,4.007272727272727,10.424416666666668,0.0,5.0
2017-05-09,25.99506862745098,66.7785,,,1.9725000000000001,10.365652777777777,1.0,5.0
2017-05-10,19.4819875,91.6661111111111,,,1.8005555555555555,10.3320625,2.0,5.0
2017-05-11,17.618558823529412,91.01849999999999,,,1.857,10.31461111111111,3.0,5.0
2017-05-12,15.720946666666666,96.9852380952381,,,1.4542857142857142,10.265902777777777,4.0,5.0
2017-05-13,18.25738235294118,83.45700000000001,,,1.486,10.263229166666667,5.0,5.0
2017-05-14,18.206543859649123,66.06523809523809,,,1.249047619047619,10.241993055555556,6.0,5.0
2017-05-15,16.246088235294117,61.8205,,,1.0195,10.198743055555555,0.0,5.0
2017-05-16,16.879319444444445,60.653181818181814,,,0.8900000000000001,10.177638888888888,1.0,5.0
2017-05-17,12.795430303030304,58.3075,,,0.8641666666666666,10.19459027777778,2.0,5.0
2017-05-18,16.431489583333335,55.775416666666665,,,1.12375,10.254722222222222,3.0,5.0
2017-05-19,17.56257254901961,65.15434782608695,,,1.228695652173913,10.31775,4.0,5.0
2017-05-20,22.606061111111114,58.08909090909091,,,1.4181818181818182,10.355041666666667,5.0,5.0
2017-05-21,17.250944444444443,67.0685,,,1.5394999999999999,10.338041666666667,6.0,5.0
2017-05-22,15.003656249999999,158.25611111111112,,,1.5583333333333333,10.344430555555556,0.0,5.0
2017-05-23,10.737989583333336,466.91999999999996,,,1.8099999999999998,10.378215277777779,1.0,5.0
2017-05-24,11.215764583333334,527.6683333333333,,,2.538333333333333,10.394944444444445,2.0,5.0
2017-05-25,11.812812499999998,811.4483333333333,,,3.1127777777777776,10.38301388888889,3.0,5.0
2017-05-26,9.830648888888884,1247.5623529411764,,,3.3488235294117645,10.321527777777778,4.0,5.0
2017-05-27,14.290488888888888,1188.226875,,,3.19375,10.242506944444445,5.0,5.0
2017-05-28,20.41592857142857,1135.298823529412,,,2.9370588235294117,10.185611111111111,6.0,5.0
2017-05-29,24.654974358974354,1129.0329411764706,,,2.7252941176470586,10.140090277777778,0.0,5.0
2017-05-30,15.196679487179486,336.63666666666666,,,2.427777777777778,10.143027777777776,1.0,5.0
2017-05-31,13.919213888888889,321.6158823529412,,,2.2111764705882355,10.195340277777778,2.0,5.0
2017-06-01,9.119479166666666,250.28450000000004,,,2.6365,10.281902777777779,3.0,6.0
2017-06-02,9.812574509803921,185.4547619047619,,,2.4833333333333334,10.322347222222222,4.0,6.0
2017-06-03,16.29771568627451,137.23714285714286,,,2.4476190476190474,10.336895833333333,5.0,6.0
2017-06-04,13.908299019607844,77.74285714285715,,,2.5747619047619046,10.34875,6.0,6.0
2017-06-05,22.249686274509802,68.57619047619048,,,5.276666666666666,10.392798611111111,0.0,6.0
2017-06-06,21.519084375,88.35571428571428,,,5.027619047619048,10.331881944444445,1.0,6.0
2017-06-07,14.191803921568624,129.608,,,4.3885,10.288868055555556,2.0,6.0
2017-06-08,12.108022222222223,187.96599999999998,,,4.0024999999999995,10.220895833333334,3.0,6.0
2017-06-09,9.723283333333335,248.28722222222223,,,4.858333333333333,10.181458333333333,4.0,6.0
2017-06-10,10.104528571428572,291.03277777777777,,,3.3633333333333333,10.155097222222222,5.0,6.0
2017-06-11,5.745894871794871,280.2066666666667,,,1.6983333333333333,10.128604166666667,6.0,6.0
2017-06-12,14.140628205128206,301.94736842105266,,,1.6663157894736842,10.120236111111112,0.0,6.0
2017-06-13,10.514397435897434,252.02277777777778,,,1.4305555555555556,10.076347222222223,1.0,6.0
2017-06-14,11.82998484848485,244.29631578947368,,,1.486842105263158,10.071402777777777,2.0,6.0
2017-06-15,16.807518518518517,367.7215,,,1.6255,10.092555555555554,3.0,6.0
2017-06-16,9.502841666666667,169.91590909090908,,,1.4877272727272726,10.136722222222222,4.0,6.0
2017-06-17,11.0755,219.70149999999998,,,1.7850000000000001,10.155395833333333,5.0,6.0
2017-06-18,9.032361111111111,315.6377777777777,,,1.63,10.143347222222223,6.0,6.0
2017-06-19,6.068300000000002,543.7823529411764,,,1.7211764705882353,10.163652777777779,0.0,6.0
2017-06-20,5.449697916666667,1216.4364705882351,,,3.4888235294117647,10.207395833333333,1.0,6.0
2017-06-21,3.227582222222222,3204.18125,,,3.06375,10.27725,2.0,6.0
2017-06-22,-3.385188888888887,4045.9925,,,4.796875,10.294041666666667,3.0,6.0
2017-06-23,-3.843461111111111,5880.3931250000005,,,6.7725,10.298486111111112,4.0,6.0
2017-06-24,3.3542366666666723,4652.971666666667,,,5.592777777777778,10.305861111111112,5.0,6.0
2017-06-25,13.103892857142856,3389.9861111111113,,,5.025555555555556,10.270770833333334,6.0,6.0
2017-06-26,15.604833333333337,2502.490588235294,,,3.7947058823529414,10.224444444444446,0.0,6.0
2017-06-27,19.587744444444443,1870.7411764705885,,,2.6758823529411764,10.194888888888888,1.0,6.0
2017-06-28,20.747006410256407,1190.2322222222222,,,2.9683333333333333,10.179520833333333,2.0,6.0
2017-06-29,16.85596923076923,357.3561111111111,,,2.0844444444444448,10.198625,3.0,6.0
2017-06-30,16.258195238095237,97.62411764705882,,,2.2376470588235295,10.211881944444444,4.0,6.0
2017-07-01,12.783984259259261,69.31545454545454,,,2.3836363636363633,10.278055555555556,5.0,7.0
2017-07-02,22.356231481481483,59.83,,,2.251,10.316944444444443,6.0,7.0
2017-07-03,48.62494537815126,47.307,,,7.261,10.362520833333333,0.0,7.0
2017-07-04,56.671990740740746,41.56818181818182,,,8.740909090909092,10.3491875,1.0,7.0
2017-07-05,32.58828333333334,62.678999999999995,,,3.982,10.250479166666667,2.0,7.0
2017-07-06,20.16379166666667,92.16888888888889,,,2.641111111111111,10.195854166666667,3.0,7.0
2017-07-07,18.05672142857143,133.08555555555554,,,2.55,10.169520833333333,4.0,7.0
2017-07-08,13.605910714285715,183.1988888888889,,,2.551111111111111,10.136444444444445,5.0,7.0
2017-07-09,14.401089743589747,228.54333333333332,,,2.243333333333333,10.110375,6.0,7.0
2017-07-10,9.035989743589743,252.45999999999998,,,2.37875,10.121756944444444,0.0,7.0
2017-07-11,11.222166666666668,209.23222222222225,,,2.145555555555555,10.10729861111111,1.0,7.0
2017-07-12,5.9882923076923085,182.523,,,1.9469999999999998,10.147013888888889,2.0,7.0
2017-07-13,14.573138095238095,164.727,,,2.1439999999999997,10.195236111111111,3.0,7.0
2017-07-14,21.871655555555556,87.31454545454545,,,2.769090909090909,10.205784722222221,4.0,7.0
2017-07-15,23.11875714285714,49.9675,,,2.4316666666666666,10.17661111111111,5.0,7.0
2017-07-16,21.392571428571433,51.1109090909091,,,1.9363636363636365,10.15467361111111,6.0,7.0
2017-07-17,14.818188888888889,61.593999999999994,,,1.6190000000000002,10.140118055555556,0.0,7.0
2017-07-18,14.742791666666669,94.46555555555555,,,1.5222222222222221,10.150868055555556,1.0,7.0
2017-07-19,12.2391,300.0125,,,1.8425,10.159965277777777,2.0,7.0
2017-07-20,8.773855128205126,1618.82,,,2.465,10.175555555555556,3.0,7.0
2017-07-21,3.4657261904761896,2968.0499999999997,,,4.48625,10.20732638888889,4.0,7.0
2017-07-22,0.7283222222222208,4994.49,,,5.62875,10.21073611111111,5.0,7.0
2017-07-23,0.6318119047619015,4448.24625,,,9.370000000000001,10.208847222222222,6.0,7.0
2017-07-24,0.22462500000000013,3834.9542857142856,,,7.1414285714285715,10.197854166666668,0.0,7.0
2017-07-25,9.26382142857143,2512.6755555555555,,,4.747777777777778,10.183243055555556,1.0,7.0
2017-07-26,18.22207142857143,2024.108888888889,,,3.3333333333333335,10.180729166666667,2.0,7.0
2017-07-27,17.41938095238095,999.6818181818181,,,2.688181818181818,10.210659722222223,3.0,7.0
2017-07-28,11.783909523809525,192.4063636363636,,,1.9354545454545453,10.210381944444444,4.0,7.0
2017-07-29,9.158594444444445,75.92181818181818,,,1.5063636363636363,10.189895833333333,5.0,7.0
2017-07-30,9.653729166666666,86.023,,,1.447,10.167090277777778,6.0,7.0
2017-07-31,9.298296875,420.709,,,1.456,10.134777777777778,0.0,7.0
2017-08-01,9.491132142857143,726.9377777777777,,,1.5388888888888888,10.104368055555556,1.0,8.0
2017-08-02,5.662339743589742,783.65,,,1.8099999999999998,10.111173611111111,2.0,8.0
2017-08-03,7.022141025641025,1236.29,,,2.0266666666666664,10.123881944444443,3.0,8.0
2017-08-04,8.341012820512823,1412.6025,,,2.34375,10.106284722222222,4.0,8.0
2017-08-05,9.342737179487182,2069.2914285714287,,,3.0285714285714285,10.098729166666667,5.0,8.0
2017-08-06,5.959101388888892,2451.96,,,3.717142857142857,10.083930555555556,6.0,8.0
2017-08-07,6.272392857142856,2824.2,,,3.91125,10.095638888888889,0.0,8.0
2017-08-08,4.503794444444446,2706.965,,,3.57125,10.093680555555556,1.0,8.0
2017-08-09,3.1159642857142886,2053.35,,,3.60625,10.117895833333334,2.0,8.0
2017-08-10,6.597140476190476,1703.04,,,3.22875,10.147097222222223,3.0,8.0
2017-08-11,7.004933333333332,1234.5066666666667,,,2.398888888888889,10.127847222222222,4.0,8.0
2017-08-12,9.396464285714286,848.6500000000001,,,2.1444444444444444,10.113729166666667,5.0,8.0
2017-08-13,9.55746153846154,587.705,,,1.7760000000000002,10.120208333333332,6.0,8.0
2017-08-14,7.281671794871794,489.476,,,1.536,10.127756944444444,0.0,8.0
2017-08-15,9.567776666666667,1852.708888888889,,,1.61,10.125520833333335,1.0,8.0
2017-08-16,16.01803095238095,3166.472222222222,,,1.887777777777778,10.134180555555556,2.0,8.0
2017-08-17,12.726096428571427,6837.7425,,,3.51875,10.16061111111111,3.0,8.0
2017-08-18,5.088130952380951,7108.34111111111,,,4.212222222222222,10.160569444444445,4.0,8.0
2017-08-19,-2.3701785714285717,8890.995714285715,,,6.484285714285714,10.184222222222223,5.0,8.0
2017-08-20,-1.9450641025641,11182.844285714285,,,7.867142857142857,10.2365,6.0,8.0
2017-08-21,-4.501655555555554,8616.494444444445,,,6.461111111111111,10.270097222222223,0.0,8.0
2017-08-22,4.036967857142858,7187.78125,,,5.92125,10.257555555555555,1.0,8.0
2017-08-23,5.9058095238095225,5717.415,,,4.43875,10.226319444444444,2.0,8.0
2017-08-24,10.502834523809526,4207.7525000000005,,,3.325,10.203618055555555,3.0,8.0
2017-08-25,14.88463888888889,2445.661,,,2.386,10.200000000000001,4.0,8.0
2017-08-26,9.844441176470589,1294.7936363636363,,,2.1854545454545455,10.202076388888889,5.0,8.0
2017-08-27,20.388552631578946,1940.840909090909,,,1.8163636363636364,10.210416666666667,6.0,8.0
2017-08-28,28.03437291666667,2870.1841666666664,,,1.6425,10.174111111111111,0.0,8.0
2017-08-29,23.30274888888889,6570.849,,,1.6510000000000002,10.145597222222223,1.0,8.0
2017-08-30,11.121478205128208,5911.888181818183,,,1.971818181818182,10.128930555555556,2.0,8.0
2017-08-31,4.9781653846153855,6554.194,,,2.5869999999999997,10.145006944444445,3.0,8.0
2017-09-01,2.5015773809523805,5432.158333333334,,,2.4833333333333334,10.15486111111111,4.0,9.0
2017-09-02,-0.14829761904761898,5971.676363636364,,,2.809090909090909,10.16375,5.0,9.0
2017-09-03,2.8057523809523808,6010.965454545454,,,3.9518181818181817,10.155930555555555,6.0,9.0
2017-09-04,-1.024586904761907,6167.2527272727275,,,3.7363636363636363,10.154826388888889,0.0,9.0
2017-09-05,3.1193397435897428,6430.421818181818,,,4.047272727272728,10.131354166666666,1.0,9.0
2017-09-06,-2.1793690476190477,7391.597,,,4.587000000000001,10.123222222222223,2.0,9.0
2017-09-07,1.5573846153846138,6916.7588888888895,,,4.216666666666667,10.110243055555555,3.0,9.0
2017-09-08,3.4932051282051284,5078.353,,,3.147,10.094319444444444,4.0,9.0
2017-09-09,3.9633809523809527,3451.138181818182,,,2.7063636363636365,10.083319444444443,5.0,9.0
2017-09-10,7.52106923076923,2632.3518181818185,,,2.1081818181818184,10.079131944444445,6.0,9.0
2017-09-11,12.016771428571428,2031.4084615384616,,,1.6338461538461537,10.088791666666667,0.0,9.0
2017-09-12,12.398755128205128,4088.1853846153845,,,1.6092307692307695,10.098256944444445,1.0,9.0
2017-09-13,9.271490476190477,7144.346666666667,,,1.6458333333333333,10.095131944444445,2.0,9.0
2017-09-14,15.291320512820512,10187.779,,,2.2039999999999997,10.08611111111111,3.0,9.0
2017-09-15,-6.409476190476192,11580.892,,,3.4939999999999998,10.12120138888889,4.0,9.0
2017-09-16,-11.021333333333335,12094.29,,,4.6881818181818184,10.202881944444444,5.0,9.0
2017-09-17,-9.53179642857143,13420.910909090908,,,5.672727272727273,10.253416666666666,6.0,9.0
2017-09-18,-8.23903444444444,13799.315454545454,,,7.962727272727273,10.276277777777779,0.0,9.0
2017-09-19,19.302715686274514,3180.695833333333,,,12.8275,10.421791666666666,1.0,9.0
2017-09-20,26.741704901960784,389.12307692307695,,,7.858461538461539,10.369034722222223,2.0,9.0
2017-09-21,11.550261904761905,554.3766666666667,,,3.445,10.240708333333332,3.0,9.0
2017-09-22,5.13815476190476,602.6383333333333,,,2.549166666666667,10.16098611111111,4.0,9.0
2017-09-23,7.596474358974358,504.58833333333337,,,2.0066666666666664,10.104402777777777,5.0,9.0
2017-09-24,10.193761904761903,365.0684615384616,,,1.7515384615384615,10.092006944444444,6.0,9.0
2017-09-25,9.912393055555556,501.61285714285714,,,1.3235714285714286,10.062930555555555,0.0,9.0
2017-09-26,-6.898979166666667,1088.1957142857143,,,1.3957142857142857,9.97359375,1.0,9.0
2017-09-27,,,,,,,2.0,9.0
2017-09-28,,,,,,,3.0,9.0
2017-09-29,,,,,,,4.0,9.0
2017-09-30,,,,,,,5.0,9.0
2017-10-01,,,,,,,6.0,10.0
2017-10-02,,,,,,,0.0,10.0
2017-10-03,,,,,,,1.0,10.0
2017-10-04,-11.361416666666667,14036.102857142858,,,7.704285714285715,10.652291666666667,2.0,10.0
2017-10-05,-3.698979487179488,9632.648571428572,,,6.616428571428571,10.186111111111112,3.0,10.0
2017-10-06,-5.954604761904761,7674.095625,,,6.883125,10.18463888888889,4.0,10.0
2017-10-07,1.5406702380952366,6169.985625,,,5.865625,10.155951388888889,5.0,10.0
2017-10-08,2.065136904761905,4733.168235294118,,,4.3494117647058825,10.138909722222222,6.0,10.0
2017-10-09,7.392904444444444,3908.846315789474,,,3.2126315789473683,10.134902777777777,0.0,10.0
2017-10-10,13.052220238095236,7001.687368421052,,,2.4773684210526317,10.161534722222223,1.0,10.0
2017-10-11,7.5737371794871775,8034.658947368421,,,2.3010526315789472,10.159854166666667,2.0,10.0
2017-10-12,3.3177857142857157,9480.66,,,2.493157894736842,10.165722222222222,3.0,10.0
2017-10-13,6.384303571428573,11607.475882352941,,,3.643529411764706,10.18851388888889,4.0,10.0
2017-10-14,0.018535897435898965,12146.94294117647,,,4.074705882352941,10.21442361111111,5.0,10.0
2017-10-15,-3.231051111111108,13230.47875,,,4.856875,10.248861111111111,6.0,10.0
2017-10-16,-5.0411044444444455,10662.919411764706,,,4.773529411764706,10.26051388888889,0.0,10.0
2017-10-17,-0.21180357142857428,8520.578235294119,,,4.417058823529412,10.267076388888889,1.0,10.0
2017-10-18,1.9879145833333336,6581.292777777778,,,9.831666666666667,10.331395833333334,2.0,10.0
2017-10-19,241.10689393939393,259.7133333333333,,,119.72291666666666,10.990812499999999,3.0,10.0
2017-10-20,98.0511231884058,69.80869565217391,,,27.652608695652173,10.618847222222222,4.0,10.0
2017-10-21,42.809788235294114,88.26826086956522,,,9.826956521739131,10.348097222222222,5.0,10.0
