Date time,Max temp,Min temp
2019-07-20,24.3,8.9
2019-07-21,24.8,14.4
2019-07-22,26.1,12.3
2019-07-23,23.0,17.8
2019-07-24,25.7,19.3
2019-07-25,25.8,19.4
2019-07-26,25.9,17.4
2019-07-27,26.4,18.7
2019-07-28,24.1,17.5
2019-07-29,26.2,14.3
2019-07-30,26.1,16.4
2019-07-31,26.5,17.7
2019-08-01,25.9,15.3
2019-08-02,22.8,18.0
2019-08-03,24.0,18.7
2019-08-04,24.4,18.6
2019-08-05,24.8,18.4
2019-08-06,25.8,17.8
2019-08-07,25.1,18.8
2019-08-08,28.8,20.1
2019-08-09,30.2,18.1
2019-08-10,28.4,17.3
2019-08-11,24.9,15.6
2019-08-12,24.1,11.5
2019-08-13,24.9,10.7
2019-08-14,25.7,17.6
2019-08-15,25.0,14.7
2019-08-16,27.3,18.6
2019-08-17,26.3,20.8
2019-08-18,27.5,15.2
2019-08-19,26.5,13.6
2019-08-20,26.8,12.7
2019-08-21,25.4,18.0
2019-08-22,26.0,11.9
2019-08-23,27.1,7.9
2019-08-24,27.1,13.2
2019-08-25,24.7,14.4
2019-08-26,27.7,14.0
2019-08-27,27.4,13.4
2019-08-28,28.4,16.5
2019-08-29,28.2,16.1
2019-08-30,27.4,17.3
2019-08-31,28.5,15.4
2019-09-01,28.1,14.7
2019-09-02,27.1,14.7
2019-09-03,27.9,12.4
2019-09-04,29.1,10.0
2019-09-05,31.0,7.6
2019-09-06,29.8,8.9
2019-09-07,29.0,10.7
2019-09-08,29.3,12.0
2019-09-09,28.9,9.8
2019-09-10,28.4,8.0
2019-09-11,26.6,12.1
2019-09-12,27.7,18.7
2019-09-13,28.0,18.5
2019-09-14,28.5,11.7
2019-09-15,27.4,12.9
2019-09-16,28.8,19.9
2019-09-17,28.3,14.4
2019-09-18,28.8,11.3
2019-09-19,28.9,14.0
2019-09-20,29.2,15.7
2019-09-21,29.0,21.4
2019-09-22,29.3,19.3
2019-09-23,29.2,20.9
2019-09-24,29.3,18.5
2019-09-25,28.8,20.7
2019-09-26,28.9,20.6
2019-09-27,29.4,20.8
2019-09-28,30.7,17.4
2019-09-29,31.0,15.4
2019-09-30,32.7,16.9
2019-10-01,30.5,17.9
2019-10-02,29.9,21.4
2019-10-03,29.2,20.2
2019-10-04,27.7,20.0
2019-10-05,28.6,20.3
2019-10-06,29.0,16.6
2019-10-07,29.1,15.2
2019-10-08,30.4,15.6
2019-10-09,30.6,14.9
2019-10-10,31.1,17.7
2019-10-11,28.8,18.8
2019-10-12,30.0,19.1
2019-10-13,31.1,19.7
2019-10-14,30.8,17.4
2019-10-15,29.9,17.0
2019-10-16,29.3,16.6
2019-10-17,30.1,21.2
2019-10-18,30.5,20.8
2019-10-19,30.5,19.1
2019-10-20,30.2,18.7
2019-10-21,31.3,19.2
2019-10-22,30.0,20.8
2019-10-23,29.0,21.1
2019-10-24,28.6,21.4
2019-10-25,29.0,22.4
2019-10-26,30.4,22.1
2019-10-27,30.3,20.6
2019-10-28,29.8,18.6
2019-10-29,29.7,21.8
2019-10-30,27.9,22.5
2019-10-31,27.9,19.8
2019-11-01,29.6,21.6
2019-11-02,30.5,22.0
2019-11-03,30.4,22.4
2019-11-04,30.4,20.0
2019-11-05,30.6,19.2
2019-11-06,31.7,19.4
2019-11-07,31.3,21.0
2019-11-08,30.3,17.5
2019-11-09,31.4,17.2
2019-11-10,34.0,15.7
2019-11-11,32.8,19.5
2019-11-12,31.6,18.8
2019-11-13,30.6,18.5
2019-11-14,30.8,18.9
2019-11-15,31.2,19.8
2019-11-16,32.4,19.5
2019-11-17,32.4,20.1
2019-11-18,33.6,19.4
2019-11-19,33.3,19.9
2019-11-20,33.0,21.1
2019-11-21,31.8,21.0
2019-11-22,31.8,20.6
2019-11-23,32.3,19.7
2019-11-24,32.8,19.4
2019-11-25,31.2,21.5
2019-11-26,33.2,22.3
2019-11-27,31.6,21.2
2019-11-28,33.3,20.9
2019-11-29,32.5,21.2
2019-11-30,32.2,23.1
2019-12-01,31.8,21.3
2019-12-02,32.7,22.9
2019-12-03,35.7,23.1
2019-12-04,33.4,23.3
2019-12-05,33.5,25.2
2019-12-06,33.0,24.3
2019-12-07,32.5,23.1
2019-12-08,33.0,21.6
2019-12-09,32.5,19.5
2019-12-10,31.6,23.5
2019-12-11,32.5,25.1
2019-12-12,32.5,24.9
2019-12-13,33.3,21.9
2019-12-14,32.1,23.0
2019-12-15,32.2,24.2
2019-12-16,33.3,25.6
2019-12-17,,22.6
2019-12-18,33.5,
2019-12-19,30.3,24.1
2019-12-20,28.8,22.5
2019-12-21,31.0,23.0
2019-12-22,31.2,23.1
2019-12-23,32.2,22.0
2019-12-24,32.3,23.4
2019-12-25,32.6,21.4
2019-12-26,30.8,24.7
2019-12-27,31.3,23.4
2019-12-28,31.5,22.6
2019-12-29,30.6,23.7
2019-12-30,32.1,23.3
2019-12-31,33.1,22.3
